"photo-13279251_326200869";"http://cs540103.vk.me/c540101/v540101826/13de5/OrrYs4KD1sc.jpg";"Nike Air Max 90 Hyperfuse.<br/>Цена: 1080 грн. <br/>Размеры: 40 - 46<br/>Материал: нейлон, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20001<br/>Белый+Черый";"Nike Air Max 90 Hyperfuse.";1080;"NK20001";" 40 - 46";"Белый+Черый";"<h1>Nike Air Max 90 Hyperfuse.</h1><br/><b>Материал:</b> нейлон, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_328995754";"http://cs540103.vk.me/c7006/v7006826/c50d/MquW6Ne4EVM.jpg";"Nike Air Max 90 Hyperfuse USA<br/>Цена: 1120 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20014<br/>Розовый";"Nike Air Max 90 Hyperfuse USA";1120;"NK20014";" 36 - 40";"Розовый";"<h1>Nike Air Max 90 Hyperfuse USA</h1><br/><b>Материал:</b> нейлон, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355702533";"http://cs540103.vk.me/c540101/v540101826/46f20/LK1jtGHFnKc.jpg";"Nike Air Max 90 Hyperfuse USA<br/>Цена: 1120 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20014<br/>Розовый";"Nike Air Max 90 Hyperfuse USA";1120;"NK20014";" 36 - 40";"Розовый";"<h1>Nike Air Max 90 Hyperfuse USA</h1><br/><b>Материал:</b> нейлон, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355702595";"http://cs540103.vk.me/c540101/v540101826/46f98/WGpGPMaKMCA.jpg";"Nike Air Max 90 Hyperfuse USA<br/>Цена: 1120 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20014<br/>Розовый";"Nike Air Max 90 Hyperfuse USA";1120;"NK20014";" 36 - 40";"Розовый";"<h1>Nike Air Max 90 Hyperfuse USA</h1><br/><b>Материал:</b> нейлон, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_328995756";"http://cs540103.vk.me/c7006/v7006826/c51b/KGJqZDZJp90.jpg";"Nike Air Max 90 Hyperfuse USA<br/>Цена: 1120 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20014<br/>Розовый";"Nike Air Max 90 Hyperfuse USA";1120;"NK20014";" 36 - 40";"Розовый";"<h1>Nike Air Max 90 Hyperfuse USA</h1><br/><b>Материал:</b> нейлон, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355702504";"http://cs540103.vk.me/c540101/v540101826/46ee8/3nGHHhLjZl4.jpg";"Nike Air Max 90 Hyperfuse USA<br/>Цена: 1120 грн. <br/>Размеры: 36 - 40<br/>Материал: нейлон, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20014<br/>Розовый";"Nike Air Max 90 Hyperfuse USA";1120;"NK20014";" 36 - 40";"Розовый";"<h1>Nike Air Max 90 Hyperfuse USA</h1><br/><b>Материал:</b> нейлон, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_320488336";"http://cs616023.vk.me/v616023826/3d3e/FgsWxqvumyc.jpg";"Nike Air Max 90 Hyperfuse USA<br/>Цена: 1120 грн. <br/>Размеры: 36 - 46<br/>Материал: нейлон, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20014<br/>Бирюзовый";"Nike Air Max 90 Hyperfuse USA";1120;"NK20014";" 36 - 46";"Бирюзовый";"<h1>Nike Air Max 90 Hyperfuse USA</h1><br/><b>Материал:</b> нейлон, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_328995758";"http://cs540103.vk.me/c7006/v7006826/c529/MSnOS00fOZQ.jpg";"Nike Air Max 90 Hyperfuse USA<br/>Цена: 1120 грн. <br/>Размеры: 40 - 46<br/>Материал: нейлон, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20014<br/>Темно синий+Красный";"Nike Air Max 90 Hyperfuse USA";1120;"NK20014";" 40 - 46";"Темно синий+Красный";"<h1>Nike Air Max 90 Hyperfuse USA</h1><br/><b>Материал:</b> нейлон, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_321326949";"http://cs409528.vk.me/v409528826/926c/p-UduDMnHl0.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Черный";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Черный";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533384";"http://cs413829.vk.me/v413829826/23f0/WgWuxAK6ULY.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Черный";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Черный";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533385";"http://cs413829.vk.me/v413829826/23f8/VTFUlXx3Xq4.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Черный";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Черный";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533422";"http://cs413829.vk.me/v413829826/24a0/TrpBqdeBJ80.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 40 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Черный+Зеленый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 40 - 44";"Черный+Зеленый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533426";"http://cs413829.vk.me/v413829826/24b0/K5lC7pVMgkM.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 40 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Черный+Зеленый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 40 - 44";"Черный+Зеленый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533423";"http://cs413829.vk.me/v413829826/24a8/xFIBbEcKZu4.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 40 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Черный+Зеленый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 40 - 44";"Черный+Зеленый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533428";"http://cs413829.vk.me/v413829826/24b8/MxuSILrHpak.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 40 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Черный+Зеленый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 40 - 44";"Черный+Зеленый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_321326948";"http://cs409528.vk.me/v409528826/9264/fkc-Oe-iZRk.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 40 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Бордовый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 40 - 44";"Бордовый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_321326942";"http://cs409528.vk.me/v409528826/9244/dUgauN8-T6g.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Красный";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Красный";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_321326955";"http://cs409528.vk.me/v409528826/9284/O2vvkdTwQ2c.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Красный";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Красный";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_321326935";"http://cs409528.vk.me/v409528826/921c/eCjJtzBSYT4.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Красный";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Красный";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533420";"http://cs413829.vk.me/v413829826/2498/C2HLc9LavqI.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Голубой";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Голубой";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533415";"http://cs413829.vk.me/v413829826/2488/_t5GEernCto.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Голубой";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Голубой";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533418";"http://cs413829.vk.me/v413829826/2490/HjgxERPZeEw.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Голубой";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Голубой";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533413";"http://cs413829.vk.me/v413829826/2480/uJoKA0JCzhA.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Голубой";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Голубой";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533441";"http://cs413829.vk.me/v413829826/24e8/MO7VM4xXTuM.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Голубой+Коричневый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Голубой+Коричневый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533438";"http://cs413829.vk.me/v413829826/24e0/3Ccm5IIrpe4.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Голубой+Коричневый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Голубой+Коричневый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_321326952";"http://cs409528.vk.me/v409528826/927c/ZvVWzxMm3Xg.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Голубой+Коричневый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Голубой+Коричневый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533390";"http://cs413829.vk.me/v413829826/2410/dsoSqmY-Jz4.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Салатовый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Салатовый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533392";"http://cs413829.vk.me/v413829826/2418/cO_5WkjhWZc.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Салатовый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Салатовый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533381";"http://cs413829.vk.me/v413829826/23e0/abirgH6UMlY.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Оранжевый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Оранжевый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_308533383";"http://cs413829.vk.me/v413829826/23e8/3iVNOK_fRHc.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Оранжевый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Оранжевый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355702493";"http://cs540103.vk.me/c540101/v540101826/46ed0/dlybWBu3Et0.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Белый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Белый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_321326933";"http://cs409528.vk.me/v409528826/9214/6cdhCY1Xk8k.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Белый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Белый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_321326936";"http://cs409528.vk.me/v409528826/9224/1T9ixKrYgCQ.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 44<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Белый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 44";"Белый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_321326938";"http://cs409528.vk.me/v409528826/922c/L0VSQfraYkA.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Белый+Бирюзовый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 40";"Белый+Бирюзовый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_321326960";"http://cs409528.vk.me/v409528826/92a4/HKGDUrxZvmw.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Белый+Бирюзовый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 40";"Белый+Бирюзовый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_321326959";"http://cs409528.vk.me/v409528826/929c/6e-i8XZkE3s.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Белый+Бирюзовый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 40";"Белый+Бирюзовый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355702578";"http://cs540103.vk.me/c540101/v540101826/46f70/gq6-Gq_hc9U.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Белый+Розовый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 40";"Белый+Розовый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355702543";"http://cs540103.vk.me/c540101/v540101826/46f38/M5K-yvGDqTw.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Белый+Розовый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 40";"Белый+Розовый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_355702592";"http://cs540103.vk.me/c540101/v540101826/46f90/igoPE3SiZfU.jpg";"Nike Air Max 90 Premium EM 2013 <br/>Цена: 1300 грн. <br/>Размеры: 36 - 40<br/>Материал: кожа, текстиль, сетка<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20015<br/>Белый+Розовый";"Nike Air Max 90 Premium EM 2013 ";1300;"NK20015";" 36 - 40";"Белый+Розовый";"<h1>Nike Air Max 90 Premium EM 2013 </h1><br/><b>Материал:</b> кожа, текстиль, сетка<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_329079100";"http://cs540103.vk.me/c7006/v7006826/ca36/rNhih8zZ8AM.jpg";"Nike Air Max 90 Liquid Gold &amp; Silver<br/>Цена: 1250 грн. <br/>Размеры: 36 - 43<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20016<br/>Серебреный";"Nike Air Max 90 Liquid Gold &amp; Silver";1250;"NK20016";" 36 - 43";"Серебреный";"<h1>Nike Air Max 90 Liquid Gold &amp; Silver</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_329079104";"http://cs540103.vk.me/c7006/v7006826/ca4e/mRZhCiYLfZA.jpg";"Nike Air Max 90 Liquid Gold &amp; Silver<br/>Цена: 1250 грн. <br/>Размеры: 36 - 43<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20016<br/>Серебреный";"Nike Air Max 90 Liquid Gold &amp; Silver";1250;"NK20016";" 36 - 43";"Серебреный";"<h1>Nike Air Max 90 Liquid Gold &amp; Silver</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_329079108";"http://cs540103.vk.me/c7006/v7006826/ca5e/MucNr4PN_JQ.jpg";"Nike Air Max 90 Liquid Gold &amp; Silver<br/>Цена: 1250 грн. <br/>Размеры: 36 - 43<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20016<br/>Серебреный";"Nike Air Max 90 Liquid Gold &amp; Silver";1250;"NK20016";" 36 - 43";"Серебреный";"<h1>Nike Air Max 90 Liquid Gold &amp; Silver</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_329079097";"http://cs540103.vk.me/c7006/v7006826/ca2e/_4xGuS-qW20.jpg";"Nike Air Max 90 Liquid Gold &amp; Silver<br/>Цена: 1250 грн. <br/>Размеры: 36 - 43<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20016<br/>Серебреный";"Nike Air Max 90 Liquid Gold &amp; Silver";1250;"NK20016";" 36 - 43";"Серебреный";"<h1>Nike Air Max 90 Liquid Gold &amp; Silver</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
"photo-13279251_329079102";"http://cs540103.vk.me/c7006/v7006826/ca46/j0hLQDkLctQ.jpg";"Nike Air Max 90 Liquid Gold &amp; Silver<br/>Цена: 1250 грн. <br/>Размеры: 36 - 43<br/>Материал: кожа, текстиль<br/>Подошва: полиуретан<br/>Сезон: весна, лето, осень<br/>NK20016<br/>Золотой";"Nike Air Max 90 Liquid Gold &amp; Silver";1250;"NK20016";" 36 - 43";"Золотой";"<h1>Nike Air Max 90 Liquid Gold &amp; Silver</h1><br/><b>Материал:</b> кожа, текстиль<br/><b>Подошва:</b> полиуретан<br/><b>Сезон:</b> весна, лето, осень<br/>";""
